O₃ [µg/m³],NO₂ [µg/m³],SO₂ [µg/m³],PM2.5 [µg/m³],CPC [1/cm³],NOₓ [µg/m³ eq. NO₂]
21.1,21.2,1,12.6,7534.3,21.7
21,20.5,0.7,13.3,7717.8,21.2
11,31,1.1,16.7,10504.8,34.8
9.7,34.9,1.3,16.7,12833.2,56.9
31.2,24.6,1.4,18.8,11310.2,37
39.9,19,1.4,18.5,8847.8,30
48.5,19.8,1.1,14.6,9531.2,31.1
55,19.9,0.9,12.1,9312.3,30
66.2,15.1,0.8,9.9,6912.3,21.9
79.3,9.1,0.5,7.7,4695.1,11.7
79,11,0.5,6.6,5405.7,12.9
79.3,10.5,0.6,6.7,4744.6,12
79.6,10.4,0.6,6.1,5078.4,12.3
77.7,12,0.5,6.4,5469.6,13.2
80,9.4,0.6,5.9,5139.3,10.3
81.9,7.9,0.5,6.5,3604.6,8.3
81.5,8,0.5,7.3,3615.0,8.3
75,10.5,0.6,7.9,7256.6,10.5
71.3,10.7,0.8,8.7,6627.9,10.8
63.5,11.5,0.7,9.9,6918.4,11.7
60.3,12.1,0.7,10.5,6649.7,12.6
69.4,11.2,0.6,11.6,4687.5,11.8
81.1,6.5,0.5,10.7,2653.0,6.6
60.2,12.9,0.6,12,5329.0,13.3
47.8,17,0.6,15.8,7520.1,17.4
48.7,15.4,0.7,16.5,7587.2,16
42,18.1,0.7,17.9,8656.0,19.1
32,26.2,1,18.7,10195.6,29.8
31.1,28.3,1,20.4,10564.7,36.5
40.9,20.5,1.1,19.7,8979.2,31
49.9,18.9,1.1,18.3,9041.0,28.6
57.1,19.1,1.2,17,9102.7,26.8
71.3,13.2,0.5,13.7,4434.6,15.6
78.2,9.7,0.6,11.9,4388.0,12.5
76.1,13,0.5,11.3,5576.3,15
82.7,10.8,0.5,7.7,4585.1,12.7
88.7,7.9,0.5,8,3355.2,8.9
81.6,10.3,0.4,8.3,4455.1,11.5
80.3,10.9,0.5,8,5366.9,11.6
79.5,15.7,0.5,8,6488.9,16.5
70.1,18.1,0.7,10,8055.3,18.3
78,14.1,0.5,9.5,5736.7,14.8
80.6,11.7,0.5,8.2,4695.4,12.1
76.7,11.2,0.6,8.3,5667.8,11.4
58.6,17.8,1,8.4,8754.0,18.2
51,16,0.8,9.4,8178.1,16.6
50.1,15.7,0.7,9.4,7977.4,15.9
42.1,13.1,0.5,9.9,5972.7,13.5
42.2,14.4,0.6,10.4,6289.6,14.7
41.3,14.7,0.6,10.7,6570.3,15.3
31.9,21.9,0.7,12,8232.0,23
27.4,28.5,0.9,13,10607.1,35.1
41.3,19.8,1,14,9522.1,26.6
45,21,1,13.7,10575.4,32.5
54,19.3,0.8,13.3,9908.3,29.7
63.1,16.2,0.7,13.8,7566.5,23.7
73.4,12,0.6,12.7,5433.4,15.9
79.7,10,0.5,10.9,4611.9,12.4
84.9,8.1,0.5,8.2,4405.8,10.2
86.8,7.8,0.4,7.2,4272.0,9.1
84.2,9.1,0.5,7.2,4712.5,10.7
81.4,9.8,0.5,7.3,5053.2,11.7
76,12.2,0.5,7.7,5525.9,13.7
72.3,12.1,0.5,8.1,5498.7,12.6
68.3,12,0.5,8.3,5400.2,12.3
62.5,13.6,0.5,9.7,6628.9,14
56,15.7,0.6,10.7,8013.0,16
49.4,18.5,0.6,11.3,10863.1,18.9
41.2,20.1,0.7,11.5,12461.6,20.7
36.6,18.4,0.8,11.9,9106.5,19
37.1,15.7,0.7,11.3,7172.7,16.4
37.2,12.6,0.5,10.4,6217.0,13
35.7,12.9,0.5,11.1,5885.7,13.4
34.3,13.1,0.5,11.8,5703.9,13.5
27.9,16.4,0.5,12.8,6333.5,16.9
28.2,15.3,0.6,13.6,6571.9,18.2
32.7,16.9,1,15.8,8350.3,23.6
43.1,15.8,1,17.5,8261.1,23.3
57.4,11.9,0.8,16.5,6530.4,16.9
62.9,11.2,0.7,16.3,6714.1,15.4
67.3,11.1,0.7,18,6455.9,14.9
72.8,10.1,0.6,17.8,4561.4,12.4
74.4,9.8,0.5,13.8,4098.3,11
78.9,8.6,0.5,13.7,3819.4,10
88.3,7.1,0.5,8.9,3450.8,8
80.8,10.3,0.5,10.8,4903.3,10.9
80.3,8.9,0.5,12,4381.2,9.4
79,11.6,0.6,11.8,5637.2,11.9
77,13.5,0.8,11.5,6656.3,13.9
72.8,14.4,0.7,12.7,6796.1,14.5
70.5,15.6,0.6,14,6900.1,16
69.2,14.6,0.8,13,7379.2,14.9
73,11.6,0.6,12.4,5679.4,11.9
70,12.4,0.7,13.1,5570.6,12.7
62,13.3,1.1,13.5,6444.6,13.3
58,13.4,0.6,12.6,6171.3,13.6
52.6,16.9,0.8,10.8,6400.7,17.3
49.4,14,1.1,9.5,7236.2,14.4
47.6,13.3,0.8,10.1,7709.6,13.9
46.4,12.8,0.7,10.5,7020.3,13.6
45.5,12.5,0.7,11.6,6523.8,13.9
46.5,11.8,0.7,12.7,5724.0,13.7
51.2,11.3,0.6,15.7,6129.8,13.5
55.5,11.7,0.7,15.3,5773.3,14.3
69.1,7.9,0.7,14.4,5322.4,9.7
74.1,8.2,0.6,13.7,8130.5,9.9
72.5,10.5,1,19.5,13105.8,12.8
74.7,10.2,0.6,12.6,6753.9,11.6
76.1,7.4,0.5,12.1,3805.6,8.1
72.6,7.2,0.4,11.5,2959.0,7.8
70.3,7.9,0.4,11.1,3155.1,8.5
66.7,10.4,0.4,11,4032.4,10.9
68.4,10.3,0.4,10,4343.8,10.4
58.5,14.1,0.6,11.2,5638.5,14.5
48.1,13.4,0.7,13,7408.5,13.9
46.1,15.2,0.8,14.7,9529.5,15.8
41.5,14.2,0.7,16.1,8384.0,14.7
35.8,13.4,0.6,14.5,6066.3,13.9
33.8,12.9,0.5,13.9,5540.5,13.4
39.4,8.4,0.4,12.9,4029.8,8.5
39.1,8.7,0.4,13.4,4574.4,8.8
31.2,11.6,0.5,14,5464.2,12
10.9,31.1,0.7,14.9,10184.8,39.6
9,40.1,1.9,17.1,13245.8,66.7
19.2,35.7,1.8,19,14097.9,70.9
22.1,38.1,2.5,21.8,17695.0,81.3
52.2,23.6,1.2,19.2,8848.2,35.5
72,15.4,0.8,15.7,5055.6,18.1
78.2,13.7,0.6,12,5026.1,15
67.9,23.1,0.8,12.2,9474.4,26.5
78.3,13.8,0.6,9.7,6116.6,14.9
69,20,0.6,11.7,7805.0,23.2
78.2,14.7,0.6,13.3,7165.7,17.4
82.9,10.7,0.6,12.4,6043.3,12.5
82.5,10.6,0.5,16.1,4588.1,11.6
76.3,14.3,0.6,17.6,5792.3,14.7
66.8,20.3,0.7,23,6926.3,20.6
61.7,20.2,0.8,24.6,9054.0,20.4
60.4,18.7,1,26.1,8984.8,18.9
50.9,17.2,0.8,25.8,6776.4,17.7
43.6,20.2,0.8,26.8,6720.8,20.7
30.1,23.9,0.9,27.5,7362.0,24.4
22,34.7,0.8,23.5,8079.3,35.3
21.2,30.5,1.4,24.4,7942.0,31.2
17.2,30.9,1.1,25.6,7951.6,31.5
10.7,35.8,1.2,25.5,8663.8,37.4
4.3,43,1.2,27,11771.0,55.1
6.1,47.4,2.5,27.8,14391.3,90.7
13.4,44.4,2.5,30.8,16158.2,94
29.6,34.4,2.2,30,12409.9,64.7
53.1,22.5,1.4,24.3,7867.5,32.4
62,19.1,1.2,22.3,6490.9,25.9
74.8,17.2,0.8,19.3,5631.3,22.7
95.2,11,0.6,14.3,4196.4,13
97.7,11.5,0.7,14,5158.3,13.6
107.3,8.7,0.5,11.6,4522.0,9.6
110.1,8.5,0.5,10.8,4392.2,9.2
113.1,7.9,0.5,10.8,4779.6,8.5
108.2,9.5,0.5,11.2,5403.0,10.3
107.5,9.3,0.4,10.2,5430.6,9.7
99.4,12.2,0.5,9.1,7655.3,12.3
82.8,17.4,0.8,10.8,10721.9,17.9
71.2,14.3,0.9,12.3,6897.1,14.7
73.5,8.9,0.5,11.3,4288.6,9
67,10.2,0.7,11.2,4592.6,10.6
57.1,16.5,0.8,11.2,7661.0,17
49.7,20.8,2.8,12.5,7730.1,21.1
47.7,17,1.1,11.4,6527.0,17.7
40.1,21.8,3.8,13,8150.2,22.4
34.6,30.5,5.5,15.7,9398.0,31.2
27,38,5.1,15.1,12121.3,40.2
19.5,47.5,7.4,16.6,15304.4,61.5
28.6,42.4,6.7,18.1,17354.3,64.9
36,38.6,4.6,18.3,16323.5,63.2
57.3,29.3,2.5,17.3,10912.7,43.9
83.5,16.4,1.4,15.9,6388.9,21.2
102.8,11.8,0.9,14.6,5279.4,14.3
117.3,7.1,0.7,11.4,3388.9,8
116.4,9.3,0.6,10.6,6176.6,10.4
111.2,6.6,0.5,9.2,4638.0,7.1
113.2,6,0.5,8.6,3322.6,6.5
118.5,5.9,0.5,9,3642.8,5.9
110.9,6.9,0.5,8.4,4178.3,7.2
109.3,7.4,0.5,8.3,4487.1,7.8
102.2,5.9,0.4,6.7,3416.1,6.3
95,6,0.5,7.4,3655.8,6
80.2,7.3,0.6,8,4187.4,7.5
80.6,7.6,0.6,8.3,4189.8,7.5
65.9,26.1,0.9,8.2,7611.1,26.5
56.6,23.5,1.1,9.4,7908.9,24
64.1,12.3,0.8,8,6000.1,12.5
49.8,17.7,1,9.2,6469.7,18
59.7,7.8,0.7,8.8,3984.6,8.1
57.4,9.4,0.7,8.8,4640.1,9.6
29,29.9,0.8,9.8,10111.2,31.6
19.3,38.6,1.2,11.3,13350.7,52.2
37.8,28.6,1.3,11.3,11038.6,40.2
54.2,20.1,1.6,18.3,8723.0,27.2
55.1,22.5,1.3,23.3,13019.0,31.2
63.6,19.1,1.5,28.7,8750.7,25
68.3,18.4,1.8,31.3,8041.0,25.5
80.5,15.7,1.6,29.1,7700.7,20.3
93.7,12.8,1.3,25.1,6181.5,15
103.2,10.4,1,21.9,5255.6,11.8
112.8,9.5,0.8,18,4382.6,10.3
113.1,9.4,0.9,20.8,4898.9,10.2
112.8,10.3,1,19.6,5962.5,10.9
104.3,13.1,0.7,19.1,8871.5,13.6
93.8,13.9,0.7,7.4,12734.2,14.4
91.9,11.7,1,5.5,11749.1,11.9
80.2,12.3,2.8,6,14802.4,12.6
68.6,13.1,3.8,6.8,12891.8,13.1
63.8,13.4,4.1,7.5,11976.3,13.4
52.3,16.4,4.4,7.7,11153.1,16.8
45.3,12.9,2.6,7.8,9291.3,12.9
43.9,12.7,2.2,7.9,8774.7,12.8
42,12.2,1.7,8.6,8227.9,12.4
39.2,12.1,1.3,9,8213.0,12.6
37.2,15.3,1.2,9.9,8867.7,16.1
37,15.8,1.2,10.9,8796.5,19.1
41.2,23.4,1.9,13.1,10624.7,34.1
42.2,30.6,2.6,14.9,12781.7,49.3
48.5,34.2,2.3,16.1,13751.4,55.3
58.1,28.6,2.1,14.5,11136.2,43.7
70.5,18.3,2,13.2,10108.0,25.6
83.4,14.6,1.6,12.4,10944.9,19.2
92,11.1,1.2,12.1,12714.3,13.6
97.2,9.7,1.1,12.3,13155.7,11.7
99.1,10.3,1,12.9,11384.0,12
101.5,9.7,0.8,12.4,9937.4,11
101.3,9.9,0.8,12.1,9103.5,11
97.6,11.9,0.8,10.6,10281.5,12.3
92.7,11.8,1,11.5,11671.1,12
84.2,14.6,1.2,12.5,12859.5,15.1
67.9,15.5,1.4,11.8,15413.9,15.9
62.8,14.1,1.2,12,12527.0,14.5
57,14.2,1.1,12.5,11101.9,14.5
54.9,13.3,1.1,12.4,9447.2,13.7
45.8,13.7,0.9,11.5,8595.3,14.2
43,14.3,0.9,11.3,7934.8,14.9
46.5,11.9,0.9,12.7,7021.9,12.3
38,15.8,0.9,11.7,7867.7,16.5
36.6,21.4,1.2,12.2,9073.5,22.8
30.8,27.3,4,11.9,12153.2,33.7
43.1,25.6,5,15.1,11605.3,35.5
54.9,19.8,2.5,12.5,10033.5,28.3
61.9,20.2,1.6,13.9,9035.8,28.4
73.5,16.2,1.2,14.2,8810.1,21.7
86.8,13.8,1.3,14.9,8324.7,17.5
102.3,10.8,1.2,14.5,10408.8,13.1
113.1,9.1,1,13.9,10097.9,10.5
117.3,9.5,1.1,14.5,11817.4,11.1
122,8,1,11.8,7533.5,9
125.2,7.8,0.8,11.1,7211.4,8.5
126,8.7,0.8,11.4,7940.2,9.2
120.6,11.3,0.8,11.1,8529.1,11.8
113.8,13.1,0.9,12.4,9841.3,13.3
100.7,15.5,1,13.9,16969.8,15.7
91.9,14.1,1.2,13.2,19290.4,14.2
89.9,15.1,1.3,13.8,14123.0,15.5
88.6,12.6,1.4,13.6,10207.1,13
82.7,11.2,1.4,14.7,8445.2,11.4
77.6,11.4,1.3,14,7769.4,11.4
64.4,12.9,1.4,13.6,7416.8,13.3
63.1,13.5,1.4,13.6,7641.2,13.9
60.2,14.5,1.2,12.7,7829.1,15
51.4,14.8,1.1,11,7870.9,15.2
51.6,14.2,1.3,10.2,7312.3,16
62.7,11.6,1.4,11.5,6426.9,14.2
65,11.3,1.2,12.7,7142.8,14.5
67.6,12.1,1.2,14,7751.9,16
72.8,12,1.3,14.7,8355.1,15.7
87.2,11.2,1.2,15.8,8673.4,13.6
100.6,9.5,1.2,15.4,7717.1,10.7
105.2,8.3,1.1,14.7,7022.1,9.4
111.9,8.3,1.1,13.3,9433.9,8.8
116.8,7.3,1,11.6,11342.5,8
113.4,7.1,0.9,12.9,8663.0,7.5
109.9,7.8,0.8,10.4,7696.4,8.5
101.7,9.4,0.9,9.2,12323.8,10.2
95.5,11.1,1.2,9.3,13220.2,11.4
89.5,12.1,1.5,8.6,12893.9,12.2
81.5,12.7,1.6,8.9,14521.9,13.2
76.8,10.6,1.6,10.3,11498.7,10.6
74.9,9.9,1.3,9.6,8159.3,9.9
70.6,9.6,0.9,8,6677.5,9.8
69.2,9.3,0.9,6.6,5962.3,9.3
64.7,8.6,0.9,7.3,5227.1,8.9
60.3,9.7,0.9,8.2,5448.2,10
53.9,10.6,1,8,6981.9,11
53.3,12.8,1.1,8,7856.7,13.2
42.2,21.7,1.3,8.7,10098.3,24.8
46.6,17.5,1.1,9,9437.1,21.4
46.1,20,1.1,12.4,11795.2,30.1
54.6,20.5,1.3,10.8,10021.2,31.5
53.4,22.7,1.4,12.2,11203.2,34.2
65.5,16.3,1.2,12.1,9234.2,22.7
77.4,12.9,1,12.7,8116.7,16.6
87,12,1,13.8,9199.5,14.7
91.8,12.2,0.9,14.1,10280.5,14.9
105.7,9.8,1.1,13.9,18048.2,11
112.6,7.3,0.9,11.1,11573.5,7.9
113,7.5,0.9,11.2,10501.7,8.3
107.2,10.1,0.8,9.2,8873.8,10.5
95.9,12.3,0.8,9.1,7930.7,12.7
88.9,12.5,0.8,10.8,7544.9,13.2
69.9,21.6,1.4,11.8,10523.3,21.9
75.1,15.1,0.9,10.9,11865.6,15.3
73.4,11.8,0.8,10.3,7336.5,12.1
55.6,13.4,1.1,10.9,6923.4,13.7
56,12.3,1,10.1,5745.1,12.2
50.4,11.3,0.7,9.7,5310.8,11.5
51.9,9.4,0.6,8.8,4848.5,9.9
48.8,10.5,0.6,8.7,4828.3,11
46.9,12.9,0.6,9.5,5470.5,13.5
39.7,23.1,0.9,9.6,8525.6,28.1
50.4,21.3,1.1,10.3,9458.4,28.9
51.7,23.6,1.9,13.1,10334.2,35.3
56.2,26.8,1.7,14.6,11070.0,40.8
74,20.8,1.3,16.2,11476.2,29.1
79.3,19.6,1.3,17.1,10421.9,26.3
83.7,19,1.5,17.8,7352.6,24.7
98.6,15.3,1.3,18,6742.9,18.8
109.7,11,0.9,16.5,5800.5,12.6
113.1,10.1,0.9,13.4,5396.7,11.6
113.2,10.1,0.8,12.1,5586.4,11.5
111.9,11.2,0.9,11.7,7178.9,12.4
110.6,12.4,1,12.3,6165.5,13
106.6,13.6,0.9,13.9,7510.4,13.9
85.8,19.8,1.2,15.1,10698.7,19.8
73.7,16,1,15.1,8755.1,15.9
68.7,13.7,0.9,14.8,6914.9,14
70.4,13.1,0.8,14.5,6317.1,13.2
61.6,13.4,0.8,14.3,6031.5,13.8
58.5,15.5,1,14,6429.6,15.7
48.4,22,2,14.6,8144.7,22.5
44.8,23.4,2.4,16.1,8408.2,23.6
40,29.5,3.4,17.2,10369.0,30
22.8,44,3.7,18,12972.5,46.7
16,54.9,6.4,20,18732.4,72.3
23.5,54.2,4.5,21.4,20553.1,78.5
35.7,45.3,5.1,24.5,24421.0,71.8
57.3,36.3,3.1,21.8,16484.1,51.6
82.1,24.7,1.6,16.7,8571.9,32
-,-,-,13.7,7244.2,-
116.1,5.5,0.9,12.4,5335.1,5.9
113.4,5.7,0.8,11.7,4984.0,5.9
101.8,5.2,0.6,11.2,4535.8,5.9
105,5,0.6,10,4298.6,5.8
103,5.6,0.5,9.2,5159.5,6.2
100.6,5.3,0.5,9.3,4368.8,5.6
98.3,6.2,0.5,9,4421.7,6.4
87.7,9.1,0.6,10.1,5697.0,9.5
78.6,14.3,0.7,11.1,8204.8,14.6
73.2,12.4,0.6,11.9,7913.6,13
64.8,11,0.5,11.7,6298.9,11.2
57.3,13.6,0.5,12.1,6246.1,13.7
75.5,4.3,0.4,5.6,1969.7,4.4
94.8,1.7,0.3,4.9,1311.8,1.7
93.8,2,0.3,7.1,1602.8,1.8
87.2,2.7,0.3,8.3,1907.4,3
75.2,4.3,0.3,8.6,3045.7,4.7
65.3,15.6,0.4,8.5,7935.7,15.8
53.3,27.3,0.5,9.4,8016.0,32.3
19.1,58.7,1.7,13.7,23528.7,83.3
53.3,31.8,1.3,13.7,13722.0,41.5
80,11,0.6,12.4,5096.0,12.6
82.8,8.1,0.5,10.8,4873.8,8.8
88.9,5.3,0.4,11.1,4366.2,6.5
87.5,5.3,0.3,9.8,3922.5,6.1
92.3,4.3,0.3,9.1,3618.6,4.8
80.5,7.9,0.4,8.9,5686.9,9.1
83.4,6.9,0.3,8.9,5048.6,7.9
82.1,11.2,0.5,9.9,6678.0,13.1
82.8,12.4,0.5,9.6,6710.6,13.4
88.2,7.3,0.3,7.8,4666.2,7.7
86.9,7.5,0.3,6.8,4391.1,7.8
83.9,6.2,0.3,7.1,3889.6,6.3
79.2,7.1,0.3,8.1,4419.0,7.5
74.3,10.6,0.4,8.1,9447.1,10.3
76.1,10.4,0.5,10,8256.3,10.5
79.6,7.5,0.3,12.6,3843.1,7.8
77.5,7.5,0.3,15.3,3910.4,7.7
76.3,7.7,0.4,15.6,4126.1,8
70.5,8.5,0.4,15.4,4629.8,8.8
66.7,9,0.4,16.2,4528.9,9.2
60.2,9.9,0.4,17.1,5378.0,10.1
53.4,17.5,0.4,18.2,7775.1,18.9
43.9,22.5,0.4,19.1,8615.8,24.9
49.4,21,0.5,16.3,8729.8,23.5
52.9,21.2,0.7,17.7,11752.6,23.1
58.2,22.2,0.5,30,12450.6,24.8
60.4,19.3,0.5,17.3,7501.7,21
65.3,16.8,0.3,16.3,5682.5,18.4
63.7,17.2,0.3,13.9,4751.8,18.7
64.1,20,0.3,13.3,8935.5,22.5
64.2,19.4,0.3,12.9,11208.9,21.6
68.4,16.8,0.3,13.6,9330.2,17.9
72.4,11.6,0.3,13.2,4393.7,12.1
71.9,9.7,0.3,12.9,4153.5,10.2
64.6,14.6,0.3,15.8,5263.2,15
65.4,14.5,0.3,19.7,5766.6,14.7
61.1,13.8,0.3,22.8,6641.5,14.2
55,11.3,0.3,22.6,5631.2,11.7
50.1,10.8,0.3,21.9,4567.4,11.1
51.2,13.3,0.3,26.2,4360.8,13.5
48.8,12.1,0.3,26.5,4216.3,12.3
40.6,14.7,0.3,28.7,4385.5,14.8
38.3,14.7,0.3,30,4058.0,14.8
34.8,14.9,0.3,29.6,3721.9,15.1
30.6,15.4,0.3,28,3978.5,15.9
27.1,17.1,0.3,26.9,5451.7,17.9
28.4,18.1,0.2,25.2,5490.4,19.6
44.5,16.7,0.3,23.4,4866.2,18.5
52.1,15,0.4,24.4,5048.7,16.8
53.8,16.3,0.4,21.5,7411.5,18.4
52.9,14.7,0.3,19.9,6220.7,16.8
59.1,12.9,0.3,15.8,5955.3,14.6
59.7,12.1,0.3,14.2,3908.7,13.4
53.8,15.4,0.3,12.4,8178.6,17.5
52.5,14.1,0.3,12.5,6578.9,15.3
53.8,15,0.3,13.6,5566.4,15.9
61.7,14.4,0.3,17.2,4627.1,15
74.2,12.6,0.3,18.5,5510.7,13
74.1,10.6,0.3,19.6,4929.0,10.9
75.3,12.9,0.3,18.4,4867.5,13.5
84.5,8.7,0.2,12.7,3434.3,9
88.5,6.9,0.2,9.3,3026.8,7.1
90.3,5.7,0.2,8.5,2405.2,5.6
89.1,4.9,0.2,7.7,1955.5,5
83.1,4.9,0.2,7.6,1808.1,4.9
83,4.4,0.2,8.3,1780.0,4.5
80.3,4.2,0.2,8,1774.9,4.3
74.3,5.2,0.2,10.4,2431.0,5.2
71,5.4,0.2,11.9,2612.2,5.9
68.5,6.6,0.3,12.4,3295.3,7
63.5,7,0.3,12.9,4512.6,7.6
72,6.9,0.4,14.5,3609.0,8
82,5.5,0.4,15.9,2869.4,6.2
78.4,4.8,0.3,16.8,2559.0,5.7
82.4,6.9,0.3,19.4,3760.4,7.8
94.6,5.3,0.3,17.7,2504.5,5.5
93.2,6.4,0.4,14.4,5742.2,7.4
93,7.6,0.4,13.5,6316.5,8.7
96,6.5,0.3,15.3,3407.6,6.9
91.6,8.5,0.3,14.3,7011.4,9.6
93.7,7.5,0.3,11.1,4110.1,8.4
89.4,9.1,0.3,12.8,4686.4,9.2
78.2,9.6,0.3,14.4,4400.6,9.8
71.7,10.8,0.4,15.8,6414.5,11
52.7,18.6,0.6,14.7,7849.2,18.9
47.2,19.6,1,13.3,8753.5,19.9
40.5,19.4,1.1,14.1,8410.2,20.1
35.1,16.2,0.8,14.3,6740.4,16.5
32.4,15,1,13.9,6904.0,15.3
31.9,13.7,0.7,13.7,5256.4,13.9
33.1,14.1,0.6,16,4492.8,14.7
29.3,17.2,0.5,16.1,3551.3,17.2
25.9,21,0.4,13.4,3918.1,22.4
27.9,23.5,0.5,14.2,4310.9,28.6
30.7,25.1,0.7,16.4,6735.2,38.4
35.6,26.6,1.3,16.8,8898.2,46.2
50,23.1,1.5,16.1,9435.9,36.6
89.2,10,0.5,10.9,4288.5,12.4
93,8.2,0.4,9.9,3418.5,9.9
102.2,5.8,0.3,8.1,3194.6,6.6
108.1,5,0.3,7.6,3859.0,5.6
110,5.7,0.3,7.7,4444.0,6.5
111.2,5.3,0.3,7,3434.5,6.1
111.4,4.5,0.3,5.8,3235.2,4.9
111,5.6,0.3,6.1,3593.6,6.1
109.8,5.5,0.3,6.3,3607.2,5.7
104.4,6.9,0.3,6.5,4060.6,7
73,13.9,0.7,7.2,9395.4,14
74.7,7.5,0.4,7.5,4688.6,7.7
75.6,7.6,0.4,7.2,5247.6,8
67.5,11.7,0.5,7.4,8103.6,11.8
56.6,13.1,0.5,7.6,8504.3,13.5
68.2,7.7,0.5,6.9,5669.4,7.9
69,7.3,0.6,6.8,6518.4,7.5
53.7,12.9,1.1,8,7874.4,13.3
43.7,18.3,0.9,8.2,8980.5,18.7
13.3,40.4,2.3,9.9,16155.3,47.4
8.8,53,3.1,11.8,20623.9,81.4
55.6,30.2,1.4,9.2,11889.0,52
98.5,4,0.6,5.8,3328.7,6.1
101.8,2.6,0.6,6.5,3240.8,3.5
103.2,3.1,0.5,5.9,2717.4,3.3
104.6,2.6,0.4,6.8,2382.8,3.3
104.5,2.5,0.3,6.3,2602.4,2.7
106.2,2.3,0.3,6.1,2366.8,2.2
106.5,2.6,0.3,6,3903.8,3.6
105.8,2.9,0.3,6.6,4326.7,3.3
102.3,4.7,0.4,7.3,4606.2,4.7
99.1,4.8,0.5,7.5,5275.2,5.2
96.7,4.6,0.5,6.9,5145.6,4.6
89.1,6.1,0.5,7.6,5273.8,6.3
84.6,6.7,0.5,8.1,5584.9,7
84.3,4.8,0.4,6.8,4201.9,4.8
88.5,2.9,0.3,5.3,3187.1,3.2
86.4,2.2,0.3,4.2,3058.0,2.5
89.6,2,0.3,4.2,2781.0,2.1
84.5,2.3,0.3,4.9,3055.1,2.7
79,2.4,0.3,4.2,2750.6,2.5
82.8,1.5,0.2,1.2,2411.5,1.9
81,1.6,0.2,0.9,2252.3,2
82.1,2.4,0.2,0.7,2276.4,2.1
77.2,4.2,0.2,1.8,3262.9,4.6
73.4,4.3,0.2,2.7,3787.7,5.1
72.4,3.2,0.3,4.9,4756.0,3.8
75.8,2.7,0.2,5.6,4341.5,3.4
82,2.3,0.2,4.1,3984.8,3.4
89.1,1.4,0.2,3.7,3849.2,2
86.2,1.7,0.2,3.7,4127.1,2.3
87.2,1.6,0.2,3.5,3864.0,2.2
84.6,3.2,0.2,3.7,4987.2,3.5
86,2,0.2,3.2,4487.1,2.5
89.5,1.6,0.2,3,3153.9,2.1
90.5,2,0.2,2.9,3123.8,2.2
86,2,0.2,3.1,3504.7,2.4
83,2.7,0.3,3.3,3887.2,2.9
81.3,2.6,0.3,3.4,4009.0,2.5
80,2.8,0.3,3.9,3797.7,2.8
79.7,2,0.2,3.8,3383.7,2.4
66.6,2.5,0.3,3.7,3635.2,2.5
71.9,2.6,0.5,4.2,3481.6,3.1
76,2.4,0.3,4.3,3015.7,2.9
77.4,1.7,0.4,4.3,2990.9,2
71.4,2.2,0.5,4.2,3315.8,2.6
61.6,6.1,0.4,4.3,5177.9,6.3
47.1,22.1,1.4,4.9,12809.3,24
16.2,50.8,3.6,8.6,18253.7,65.7
21.3,48,3.7,10.2,20142.8,67.1
40.3,36.6,2.4,8.1,14926.9,56.5
72.8,7.7,0.6,5.5,6468.6,8.8
66.8,10,0.5,5.8,7048.2,11.2
58.4,16.3,0.5,6.8,10672.3,18.7
52.3,20.7,0.5,7.4,14052.8,23.9
46.4,27.1,0.7,7.9,14747.2,33.3
41.5,28.1,0.6,6.6,12509.8,33
58.7,5.5,0.4,1.2,3175.7,5.8
66.5,4.4,0.4,1.1,2839.2,5
71.8,3.6,0.4,1.1,2561.6,3.9
82.3,1.9,0.3,1.6,1713.9,2.1
87.8,1.6,0.2,2.8,3016.3,1.7
82.3,2.2,0.3,2.5,3416.7,2.2
82.1,1.7,0.3,3.2,3212.4,1.7
82.5,1.3,0.2,2.7,3142.4,1.2
79.2,1.3,0.2,2.2,3046.9,0.7
77.6,1.2,0.2,1.9,2635.9,1.3
68.5,1.9,0.2,2.4,2591.3,2.1
78.7,0.9,0.2,2.3,1655.8,1.1
78.5,0.7,0.2,2.3,1515.6,0.7
69.2,3,0.2,3.1,2217.4,3.5
53.9,15,0.5,3.6,7547.7,15.8
59.6,9.1,0.3,4.2,4824.0,9.4
62.1,7.5,0.3,1,4327.5,7.9
50.8,14.3,0.3,1.5,8281.7,15.1
44,19.7,0.3,1.8,9231.3,21.9
49.6,17.7,0.3,1.6,8709.5,20.9
52.8,17.6,0.4,2.7,10858.1,24.5
65.9,9.1,0.4,4.6,7653.6,12.4
80.9,5.5,0.3,4.9,4861.9,6.7
88.7,3.8,0.3,4.4,5313.9,4.6
92,2.3,0.2,3.5,3687.6,2.8
93.4,2.2,0.2,3.3,4009.8,3
94.5,2.3,0.2,3.2,3809.8,3.2
92.8,3.4,0.2,3.3,4865.1,3.9
84.6,7.3,0.4,3.9,7302.9,7.7
62.7,10.2,0.4,6.4,9424.2,10.6
59.4,9.8,0.4,6.2,8159.6,10
41.5,23.4,0.6,7.1,13147.4,23.9
33.7,26.8,1.6,7.7,12184.2,27.2
36.4,22.5,1.3,7.9,10395.7,22.7
41.2,16.3,2.1,7.8,10183.2,16.7
35.7,15.1,1.9,7.3,9973.4,15.8
30.2,14.6,1.6,8.1,9173.5,15.2
29.6,15.7,1.3,7.9,8537.8,15.9
30.1,16.4,2,7.8,9944.9,18
31.9,15.1,2.4,8.5,12511.1,20.5
